slug,name,owner,description,stargazerCount,forkCount,watchersCount,openIssuesCount,openPullRequestsCount,releasesCount,primaryLanguage,createdAt,updatedAt,url,hasGithubSponsor
golangci_golangci-lint,golangci-lint,golangci,Fast linters runner for Go,17413,1481,104,91,28,169,Go,2018-05-04T13:41:15Z,2025-08-03T11:46:47Z,https://github.com/golangci/golangci-lint,True
aidenybai_million,million,aidenybai,Optimizing compiler for React,17295,590,62,114,8,216,TypeScript,2021-05-29T18:38:23Z,2025-08-02T13:00:31Z,https://github.com/aidenybai/million,True
ardalis_cleanarchitecture,CleanArchitecture,ardalis,Clean Architecture Solution Template: A proven Clean Architecture Template for ASP.NET Core 9,17267,2955,418,32,1,10,C#,2016-09-30T14:19:20Z,2025-08-02T22:42:07Z,https://github.com/ardalis/CleanArchitecture,True
catppuccin_catppuccin,catppuccin,catppuccin,😸 Soothing pastel theme for the high-spirited!,17133,321,46,52,4,5,TypeScript,2021-11-06T02:11:59Z,2025-08-03T12:28:34Z,https://github.com/catppuccin/catppuccin,True
trekhleb_learn-python,learn-python,trekhleb,📚 Playground and cheatsheet for learning Python. Collection of Python scripts that are split by topics and contain code examples with explanations.,17113,2809,729,16,20,0,Python,2018-08-29T15:20:05Z,2025-08-03T04:45:18Z,https://github.com/trekhleb/learn-python,True
soxoj_maigret,maigret,soxoj,🕵️‍♂️ Collect a dossier on a person by username from thousands of sites,17114,1166,117,306,6,22,Python,2020-06-27T14:16:42Z,2025-08-03T13:50:30Z,https://github.com/soxoj/maigret,True
verdaccio_verdaccio,verdaccio,verdaccio,A lightweight Node.js private proxy registry,17051,1410,155,31,10,372,TypeScript,2016-04-15T16:21:12Z,2025-08-03T01:02:01Z,https://github.com/verdaccio/verdaccio,True
rizinorg_cutter,cutter,rizinorg,Free and Open Source Reverse Engineering Platform powered by rizin,16946,1229,301,494,18,58,C++,2017-09-25T09:50:51Z,2025-08-03T13:57:11Z,https://github.com/rizinorg/cutter,True
existentialaudio_blackhole,BlackHole,ExistentialAudio,BlackHole is a modern macOS audio loopback driver that allows applications to pass audio to other applications with zero additional latency.,17023,685,133,4,4,14,C,2019-09-27T18:40:46Z,2025-08-03T08:57:17Z,https://github.com/ExistentialAudio/BlackHole,True
ppy_osu,osu,ppy,rhythm is just a *click* away!,16993,2488,300,1315,243,570,C#,2014-07-31T04:26:30Z,2025-08-03T09:11:20Z,https://github.com/ppy/osu,True
mswjs_msw,msw,mswjs,Industry standard API mocking for JavaScript.,16989,556,62,52,17,232,TypeScript,2018-11-13T14:58:44Z,2025-08-03T13:56:44Z,https://github.com/mswjs/msw,True
thedaviddias_front-end-performance-checklist,Front-End-Performance-Checklist,thedaviddias,🎮 The only Front-End Performance Checklist that runs faster than the others,16958,1233,372,0,0,0,,2018-07-03T14:33:01Z,2025-08-02T22:33:54Z,https://github.com/thedaviddias/Front-End-Performance-Checklist,True
arc53_docsgpt,DocsGPT,arc53,"DocsGPT is an open-source genAI tool that helps users get reliable answers from knowledge source, while avoiding hallucinations. It enables private and reliable information retrieval, with tooling and agentic system capability built in.",16881,1756,99,21,20,15,TypeScript,2023-02-02T11:03:23Z,2025-08-03T13:42:55Z,https://github.com/arc53/DocsGPT,True
marlinfirmware_marlin,Marlin,MarlinFirmware,Marlin is an optimized firmware for RepRap 3D printers based on the Arduino platform. Many commercial 3D printers come with Marlin installed. Check with your vendor if you need source code for your specific machine.,16900,19514,876,701,114,77,C++,2011-08-13T08:07:20Z,2025-08-02T22:06:45Z,https://github.com/MarlinFirmware/Marlin,True
rem0o_fancontrol.releases,FanControl.Releases,Rem0o,"This is the release repository for Fan Control, a highly customizable fan controlling software for Windows.",16837,504,142,504,0,171,,2020-05-31T19:37:28Z,2025-08-03T12:00:31Z,https://github.com/Rem0o/FanControl.Releases,True
getify_functional-light-js,Functional-Light-JS,getify,"Pragmatic, balanced FP in JavaScript. @FLJSBook on twitter.",16773,1951,458,13,12,0,JavaScript,2016-08-17T01:40:50Z,2025-08-01T21:18:16Z,https://github.com/getify/Functional-Light-JS,True
phil-opp_blog_os,blog_os,phil-opp,Writing an OS in Rust,16766,1148,282,79,9,0,HTML,2015-07-23T15:23:54Z,2025-08-03T11:56:13Z,https://github.com/phil-opp/blog_os,True
unixorn_awesome-zsh-plugins,awesome-zsh-plugins,unixorn,"A collection of ZSH frameworks, plugins, themes and tutorials.",16626,565,180,5,1,0,Shell,2014-10-07T06:11:17Z,2025-08-03T11:48:10Z,https://github.com/unixorn/awesome-zsh-plugins,True
mxrch_ghunt,GHunt,mxrch,🕵️‍♂️ Offensive Google framework.,16740,1431,530,48,12,3,Python,2020-10-02T11:26:03Z,2025-08-03T05:30:36Z,https://github.com/mxrch/GHunt,True
pallets_click,click,pallets,Python composable command line interface toolkit,16699,1465,182,115,21,22,Python,2014-04-24T09:52:19Z,2025-08-03T11:22:21Z,https://github.com/pallets/click,True
bvaughn_react-window,react-window,bvaughn,React components for efficiently rendering large lists and tabular data,16669,802,64,1,1,3,JavaScript,2018-05-07T14:45:51Z,2025-08-03T08:37:02Z,https://github.com/bvaughn/react-window,True
hackiftekhar_iqkeyboardmanager,IQKeyboardManager,hackiftekhar,Codeless drop-in universal library allows to prevent issues of keyboard sliding up and cover UITextField/UITextView. Neither need to write any code nor any setup required and much more.,16588,2431,355,13,1,75,Swift,2013-08-25T11:32:48Z,2025-07-31T18:33:00Z,https://github.com/hackiftekhar/IQKeyboardManager,True
kitao_pyxel,pyxel,kitao,A retro game engine for Python,16528,889,235,11,3,130,Rust,2018-06-10T04:58:54Z,2025-08-03T14:51:57Z,https://github.com/kitao/pyxel,True
carloscuesta_gitmoji,gitmoji,carloscuesta,An emoji guide for your commit messages. 😜 ,16426,817,76,36,0,26,TypeScript,2016-10-21T09:36:02Z,2025-08-03T07:48:30Z,https://github.com/carloscuesta/gitmoji,True
alyssaxuu_screenity,screenity,alyssaxuu,The free and privacy-friendly screen recorder with no limits 🎥,16371,1300,161,42,4,30,JavaScript,2020-11-01T15:16:31Z,2025-08-03T14:49:29Z,https://github.com/alyssaxuu/screenity,True
gyoogle_tech-interview-for-developer,tech-interview-for-developer,gyoogle,👶🏻 신입 개발자 전공 지식 & 기술 면접 백과사전 📖,16311,3651,145,9,7,0,Java,2019-06-09T04:42:57Z,2025-08-03T13:42:23Z,https://github.com/gyoogle/tech-interview-for-developer,True
gnachman_iterm2,iTerm2,gnachman,iTerm2 is a terminal emulator for Mac OS X that does amazing things.,16171,1233,248,0,29,0,Objective-C,2011-04-07T00:46:28Z,2025-08-03T11:20:42Z,https://github.com/gnachman/iTerm2,True
vitejs_awesome-vite,awesome-vite,vitejs,⚡️ A curated list of awesome things related to Vite.js,16057,1261,114,25,51,0,JavaScript,2020-08-21T06:05:43Z,2025-08-03T07:38:49Z,https://github.com/vitejs/awesome-vite,True
piskvorky_gensim,gensim,piskvorky,Topic Modelling for Humans,16122,4405,423,398,32,43,Python,2011-02-10T07:43:04Z,2025-08-03T13:18:18Z,https://github.com/piskvorky/gensim,True
networkx_networkx,networkx,networkx,Network Analysis in Python,16021,3385,282,185,204,62,Python,2010-09-06T00:53:44Z,2025-08-03T13:05:50Z,https://github.com/networkx/networkx,True
diegomura_react-pdf,react-pdf,diegomura,📄  Create PDF files using React,15888,1267,103,410,35,400,TypeScript,2016-10-18T21:33:58Z,2025-08-03T14:00:34Z,https://github.com/diegomura/react-pdf,True
aio-libs_aiohttp,aiohttp,aio-libs,Asynchronous HTTP client/server framework for asyncio and Python,15880,2110,218,196,62,212,Python,2013-10-01T23:04:01Z,2025-08-03T11:21:58Z,https://github.com/aio-libs/aiohttp,True
flarum_flarum,flarum,flarum,Simple forum software for building great communities.,15918,1638,516,0,0,27,PHP,2014-12-30T11:13:08Z,2025-08-02T21:46:25Z,https://github.com/flarum/flarum,True
sindresorhus_type-fest,type-fest,sindresorhus,A collection of essential TypeScript types,15814,616,54,164,21,177,TypeScript,2019-03-13T10:30:19Z,2025-08-03T14:48:39Z,https://github.com/sindresorhus/type-fest,True
cure53_dompurify,DOMPurify,cure53,"DOMPurify - a DOM-only, super-fast, uber-tolerant XSS sanitizer for HTML, MathML and SVG. DOMPurify works with a secure default, but offers a lot of configurability and hooks. Demo:",15622,790,155,1,1,127,JavaScript,2014-02-17T21:48:14Z,2025-08-03T12:41:53Z,https://github.com/cure53/DOMPurify,True
dair-ai_ml-visuals,ml-visuals,dair-ai,🎨 ML Visuals contains figures and templates which you can reuse and customize to improve your scientific writing.,15545,1469,113,39,0,0,,2020-05-17T13:42:29Z,2025-08-03T09:03:53Z,https://github.com/dair-ai/ml-visuals,True
rui314_mold,mold,rui314,mold: A Modern Linker 🦠,15488,508,109,170,14,62,C++,2020-09-29T05:12:48Z,2025-08-03T14:20:11Z,https://github.com/rui314/mold,True
nirdiamant_genai_agents,GenAI_Agents,NirDiamant,"This repository provides tutorials and implementations for various Generative AI Agent techniques, from basic to advanced. It serves as a comprehensive guide for building intelligent, interactive AI systems.",15408,2249,206,2,15,0,Jupyter Notebook,2024-09-09T20:10:19Z,2025-08-03T14:50:31Z,https://github.com/NirDiamant/GenAI_Agents,True
clauderic_dnd-kit,dnd-kit,clauderic,"The modern, lightweight, performant, accessible and extensible drag & drop toolkit for React.",15384,769,39,493,51,311,TypeScript,2020-11-26T00:46:52Z,2025-08-03T14:27:34Z,https://github.com/clauderic/dnd-kit,True
clap-rs_clap,clap,clap-rs,"A full featured, fast Command Line Argument Parser for Rust",15358,1117,65,339,33,302,Rust,2015-02-25T13:36:33Z,2025-08-03T04:58:37Z,https://github.com/clap-rs/clap,True
lowlighter_metrics,metrics,lowlighter,"📊 An infographics generator with 30+ plugins and 300+ options to display stats about your GitHub account and render them as SVG, Markdown, PDF or JSON!",15163,1954,105,33,13,55,JavaScript,2020-09-08T16:01:43Z,2025-08-03T13:52:43Z,https://github.com/lowlighter/metrics,True
sindresorhus_ky,ky,sindresorhus,🌳 Tiny & elegant JavaScript HTTP client based on the Fetch API,15144,410,60,61,6,82,TypeScript,2018-09-04T16:26:42Z,2025-08-03T06:28:12Z,https://github.com/sindresorhus/ky,True
albumentations-team_albumentations,albumentations,albumentations-team,Fast and flexible image augmentation library. Paper about the library: https://www.mdpi.com/2078-2489/11/2/125,15093,1695,125,0,0,51,Python,2018-06-06T03:10:50Z,2025-08-03T13:46:36Z,https://github.com/albumentations-team/albumentations,True
nicbarker_clay,clay,nicbarker,High performance UI layout library in C.,15029,564,91,131,40,5,C,2024-07-21T01:40:27Z,2025-08-03T14:45:22Z,https://github.com/nicbarker/clay,True
edent_supertinyicons,SuperTinyIcons,edent,Under 1KB each! Super Tiny Icons are miniscule SVG versions of your favourite website and app logos,14990,927,138,18,13,1,HTML,2017-04-13T23:28:34Z,2025-08-01T07:24:22Z,https://github.com/edent/SuperTinyIcons,True
activitywatch_activitywatch,activitywatch,ActivityWatch,"The best free and open-source automated time tracker. Cross-platform, extensible, privacy-focused.",14938,697,125,148,22,62,Python,2016-04-27T15:26:09Z,2025-08-03T14:30:34Z,https://github.com/ActivityWatch/activitywatch,True
nixos_nix,nix,NixOS,"Nix, the purely functional package manager",14829,1689,120,3304,426,0,C++,2012-02-08T10:17:59Z,2025-08-03T13:06:34Z,https://github.com/NixOS/nix,True
josdejong_mathjs,mathjs,josdejong,An extensive math library for JavaScript and Node.js,14826,1282,223,115,30,0,JavaScript,2013-02-15T19:46:01Z,2025-08-03T14:42:41Z,https://github.com/josdejong/mathjs,True
borisdayma_dalle-mini,dalle-mini,borisdayma,DALL·E Mini - Generate images from a text prompt,14819,1224,112,94,6,4,Python,2021-07-03T18:04:37Z,2025-08-03T11:31:14Z,https://github.com/borisdayma/dalle-mini,True
polybar_polybar,polybar,polybar,A fast and easy-to-use status bar,14802,717,122,151,72,24,C++,2016-05-19T14:16:23Z,2025-08-03T08:05:11Z,https://github.com/polybar/polybar,True
apitable_apitable,apitable,apitable,"🚀🎉📚 APITable, an API-oriented low-code platform for building collaborative apps and better than all other Airtable open-source alternatives. ",14756,1331,98,484,23,61,TypeScript,2022-08-17T07:25:40Z,2025-08-03T00:10:22Z,https://github.com/apitable/apitable,True
sundowndev_phoneinfoga,phoneinfoga,sundowndev,Information gathering framework for phone numbers,14727,4218,690,42,11,53,Go,2018-10-25T09:19:47Z,2025-08-03T11:20:08Z,https://github.com/sundowndev/phoneinfoga,True
vitest-dev_vitest,vitest,vitest-dev,Next generation testing framework powered by Vite.,14727,1396,53,279,66,394,TypeScript,2021-12-03T19:19:49Z,2025-08-03T14:01:16Z,https://github.com/vitest-dev/vitest,True
sindresorhus_got,got,sindresorhus,🌐 Human-friendly and powerful HTTP request library for Node.js,14696,967,111,128,0,145,TypeScript,2014-03-27T22:40:49Z,2025-08-01T16:13:20Z,https://github.com/sindresorhus/got,True
ellisonleao_magictools,magictools,ellisonleao,:video_game: :pencil: A list of Game Development resources to make magic happen.,14677,1054,422,0,0,0,Markdown,2014-07-17T21:27:07Z,2025-08-03T01:38:46Z,https://github.com/ellisonleao/magictools,True
barryvdh_laravel-ide-helper,laravel-ide-helper,barryvdh,IDE Helper for Laravel,14654,1185,259,151,31,54,PHP,2013-03-10T00:12:55Z,2025-08-03T05:05:41Z,https://github.com/barryvdh/laravel-ide-helper,True
johannesjo_super-productivity,super-productivity,johannesjo,"Super Productivity is an advanced todo list app with integrated Timeboxing and time tracking capabilities. It also comes with integrations for Jira, GitLab, GitHub and Open Project.",14633,1162,137,525,10,289,TypeScript,2017-01-06T22:30:58Z,2025-08-03T14:23:03Z,https://github.com/johannesjo/super-productivity,True
twbs_ratchet,ratchet,twbs,"Build mobile apps with simple HTML, CSS, and JavaScript components. ",14631,1440,598,202,19,4,CSS,2012-08-17T05:41:57Z,2025-08-03T02:11:08Z,https://github.com/twbs/ratchet,True
cachethq_cachet,cachet,cachethq,"🚦 Cachet, the open-source, self-hosted status page system.",14603,1595,280,30,3,56,PHP,2014-11-16T22:23:11Z,2025-08-02T15:58:01Z,https://github.com/cachethq/cachet,True
m1k1o_neko,neko,m1k1o,A self hosted virtual browser that runs in docker and uses WebRTC.,14607,929,81,132,13,10,Go,2020-03-14T20:46:07Z,2025-08-03T14:27:24Z,https://github.com/m1k1o/neko,True
hoffstadt_dearpygui,DearPyGui,hoffstadt,Dear PyGui: A fast and powerful Graphical User Interface Toolkit for Python with minimal dependencies,14528,731,165,376,19,26,C++,2020-05-28T17:12:57Z,2025-08-02T21:36:48Z,https://github.com/hoffstadt/DearPyGui,True
homebrew_homebrew-core,homebrew-core,Homebrew,🍻 Default formulae for the missing package manager for macOS (or Linux),14505,12951,300,23,70,0,Ruby,2016-03-01T06:58:36Z,2025-08-03T14:35:53Z,https://github.com/Homebrew/homebrew-core,True
nikitabobko_aerospace,AeroSpace,nikitabobko,AeroSpace is an i3-like tiling window manager for macOS,14474,294,55,159,17,56,Swift,2023-05-21T20:20:17Z,2025-08-03T13:06:07Z,https://github.com/nikitabobko/AeroSpace,True
encode_httpx,httpx,encode,A next generation HTTP client for Python. 🦋,14407,935,115,49,49,51,Python,2019-04-04T12:27:00Z,2025-08-03T05:08:59Z,https://github.com/encode/httpx,True
arduino_arduino,Arduino,arduino,Arduino IDE 1.x,14390,6993,1093,643,103,37,Java,2010-09-17T19:10:36Z,2025-08-03T02:26:39Z,https://github.com/arduino/Arduino,True
yiisoft_yii2,yii2,yiisoft,"Yii 2: The Fast, Secure and Professional PHP Framework",14284,6876,1054,434,95,71,PHP,2012-02-13T15:32:36Z,2025-08-02T11:11:14Z,https://github.com/yiisoft/yii2,True
mxcl_promisekit,PromiseKit,mxcl,Promises for Swift & ObjC.,14265,1455,254,12,4,83,Swift,2014-04-04T13:54:37Z,2025-08-01T09:57:18Z,https://github.com/mxcl/PromiseKit,True
spacehuhntech_esp8266_deauther,esp8266_deauther,SpacehuhnTech,Affordable WiFi hacking platform for testing and learning,14250,2711,638,80,6,18,C,2017-01-07T13:39:23Z,2025-08-03T11:58:55Z,https://github.com/SpacehuhnTech/esp8266_deauther,True
neovide_neovide,neovide,neovide,No Nonsense Neovim Client in Rust,14214,567,67,234,26,28,Rust,2019-12-06T20:51:39Z,2025-08-03T11:18:13Z,https://github.com/neovide/neovide,True
ratatui_ratatui,ratatui,ratatui,A Rust crate for cooking up terminal user interfaces (TUIs) 👨‍🍳🐀 https://ratatui.rs,14206,443,44,123,48,103,Rust,2023-02-12T21:56:20Z,2025-08-03T14:25:44Z,https://github.com/ratatui/ratatui,True
intervention_image,image,Intervention,PHP Image Processing,14197,1505,271,18,1,22,PHP,2013-01-19T15:05:32Z,2025-08-03T14:47:32Z,https://github.com/Intervention/image,True
mame_quine-relay,quine-relay,mame,An uroboros program with 100+ programming languages,14190,558,236,16,1,0,Ruby,2013-07-15T13:29:20Z,2025-08-02T17:49:30Z,https://github.com/mame/quine-relay,True
s0md3v_xsstrike,XSStrike,s0md3v,Most advanced XSS scanner.,14182,2006,273,65,19,15,Python,2017-06-26T07:24:44Z,2025-08-03T08:56:12Z,https://github.com/s0md3v/XSStrike,True
k4yt3x_video2x,video2x,k4yt3x,"A machine learning-based video super resolution and frame interpolation framework. Est. Hack the Valley II, 2018.",14147,1233,146,62,2,37,C++,2018-02-24T16:34:41Z,2025-08-03T13:57:38Z,https://github.com/k4yt3x/video2x,True
caronc_apprise,apprise,caronc,Apprise - Push Notifications that work with just about every platform!,14133,493,76,68,18,55,Python,2017-11-25T18:06:38Z,2025-08-03T14:35:20Z,https://github.com/caronc/apprise,True
kettanaito_naming-cheatsheet,naming-cheatsheet,kettanaito,Comprehensive language-agnostic guidelines on variables naming. Home of the A/HC/LC pattern.,14131,927,116,13,11,0,,2017-06-30T07:46:04Z,2025-08-02T02:13:34Z,https://github.com/kettanaito/naming-cheatsheet,True
imagemagick_imagemagick,ImageMagick,ImageMagick,"ImageMagick is a free, open-source software suite for creating, editing, converting, and displaying images. It supports 200+ formats and offers powerful command-line tools and APIs for automation, scripting, and integration across platforms.",14123,1472,218,168,3,253,C,2015-05-17T20:07:50Z,2025-08-03T04:44:01Z,https://github.com/ImageMagick/ImageMagick,True
wifiphisher_wifiphisher,wifiphisher,wifiphisher,The Rogue Access Point Framework,14025,2678,693,320,20,4,Python,2014-09-26T12:47:28Z,2025-08-03T12:04:36Z,https://github.com/wifiphisher/wifiphisher,True
analysis-tools-dev_static-analysis,static-analysis,analysis-tools-dev,"⚙️ A curated list of static analysis (SAST) tools and linters for all programming languages, config files, build tools, and more. The focus is on tools which improve code quality.",13983,1391,321,0,1,0,Rust,2015-12-18T16:58:30Z,2025-08-03T10:50:44Z,https://github.com/analysis-tools-dev/static-analysis,True
blitz-js_blitz,blitz,blitz-js,⚡️ The Missing Fullstack Toolkit for Next.js,13982,810,97,78,3,287,TypeScript,2020-02-17T21:54:15Z,2025-08-03T12:32:45Z,https://github.com/blitz-js/blitz,True
faridsafi_react-native-gifted-chat,react-native-gifted-chat,FaridSafi,💬 The most complete chat UI for React Native,13977,3599,191,227,18,82,TypeScript,2015-11-14T15:45:34Z,2025-08-01T02:56:08Z,https://github.com/FaridSafi/react-native-gifted-chat,True
gvergnaud_ts-pattern,ts-pattern,gvergnaud,"🎨 The exhaustive Pattern Matching library for TypeScript, with smart type inference.",13957,153,31,45,9,61,TypeScript,2020-05-24T16:41:02Z,2025-08-02T13:34:32Z,https://github.com/gvergnaud/ts-pattern,True
yoavbls_pretty-ts-errors,pretty-ts-errors,yoavbls,🔵 Make TypeScript errors prettier and human-readable in VSCode 🎀,13941,92,22,22,7,9,TypeScript,2022-08-30T23:01:50Z,2025-08-03T13:14:00Z,https://github.com/yoavbls/pretty-ts-errors,True
danilowoz_react-content-loader,react-content-loader,danilowoz,⚪ SVG-Powered component to easily create skeleton loadings.,13936,424,84,17,3,39,TypeScript,2017-01-20T00:30:11Z,2025-08-02T16:31:16Z,https://github.com/danilowoz/react-content-loader,True
panjf2000_ants,ants,panjf2000,🐜🐜🐜 ants is the most powerful and reliable pooling solution for Go.,13868,1407,177,0,0,15,Go,2018-05-19T01:13:38Z,2025-08-03T08:33:25Z,https://github.com/panjf2000/ants,True
tpope_vim-surround,vim-surround,tpope,surround.vim: Delete/change/add parentheses/quotes/XML-tags/much more with ease,13853,444,126,115,24,0,Vim Script,2008-09-11T01:00:16Z,2025-08-03T01:10:35Z,https://github.com/tpope/vim-surround,True
mikefarah_yq,yq,mikefarah,"yq is a portable command-line YAML, JSON, XML, CSV, TOML  and properties processor",13853,671,65,202,1,155,Go,2015-09-26T22:14:44Z,2025-08-03T14:39:52Z,https://github.com/mikefarah/yq,True
callstack_react-native-paper,react-native-paper,callstack,Material Design for React Native (Android & iOS),13850,2159,119,239,57,164,TypeScript,2016-10-19T05:56:53Z,2025-08-03T14:32:58Z,https://github.com/callstack/react-native-paper,True
markets_awesome-ruby,awesome-ruby,markets,"💎 A collection of awesome Ruby libraries, tools, frameworks and software",13843,1748,488,0,3,0,,2014-07-03T12:31:18Z,2025-08-03T03:58:06Z,https://github.com/markets/awesome-ruby,True
foxlet_macos-simple-kvm,macOS-Simple-KVM,foxlet,"Tools to set up a quick macOS VM in QEMU, accelerated by KVM.",13820,1149,244,331,35,0,Shell,2019-04-22T07:25:20Z,2025-08-02T18:09:47Z,https://github.com/foxlet/macOS-Simple-KVM,True
joelparkerhenderson_architecture-decision-record,architecture-decision-record,joelparkerhenderson,"Architecture decision record (ADR) examples for software planning, IT leadership, and template documentation",13763,2570,246,1,4,0,,2016-10-18T03:43:44Z,2025-08-03T11:23:47Z,https://github.com/joelparkerhenderson/architecture-decision-record,True
sympy_sympy,sympy,sympy,A computer algebra system written in pure Python,13790,4741,289,4568,847,58,Python,2010-04-30T20:37:14Z,2025-08-03T11:56:09Z,https://github.com/sympy/sympy,True
koenkk_zigbee2mqtt,zigbee2mqtt,Koenkk,"Zigbee 🐝 to MQTT bridge 🌉, get rid of your proprietary Zigbee bridges 🔨",13787,1808,216,482,5,117,TypeScript,2018-04-08T12:01:34Z,2025-08-03T08:08:43Z,https://github.com/Koenkk/zigbee2mqtt,True
hummingbot_hummingbot,hummingbot,hummingbot,Open source software that helps you create and deploy high-frequency crypto trading bots,13784,3761,179,260,39,101,Python,2019-04-02T21:41:52Z,2025-08-03T14:44:50Z,https://github.com/hummingbot/hummingbot,True
sindresorhus_pure,pure,sindresorhus,"Pretty, minimal and fast ZSH prompt",13721,989,85,32,5,38,Shell,2012-09-20T18:14:58Z,2025-08-03T09:15:50Z,https://github.com/sindresorhus/pure,True
pomber_git-history,git-history,pomber,Quickly browse the history of a file from any git repository,13638,538,135,69,25,0,JavaScript,2019-02-04T21:00:39Z,2025-08-02T23:44:57Z,https://github.com/pomber/git-history,True
astronvim_astronvim,AstroNvim,AstroNvim,AstroNvim is an aesthetic and feature-rich neovim config that is extensible and easy to use with a great set of plugins ,13624,957,58,0,2,387,Lua,2022-02-02T22:33:34Z,2025-08-03T13:19:59Z,https://github.com/AstroNvim/AstroNvim,True
muesli_duf,duf,muesli,Disk Usage/Free Utility - a better 'df' alternative,13552,415,88,55,27,12,Go,2020-09-20T21:22:38Z,2025-08-03T13:23:00Z,https://github.com/muesli/duf,True
nukeop_nuclear,nuclear,nukeop,Streaming music player that finds free music for you,13528,1137,152,147,8,80,TypeScript,2016-09-22T22:58:21Z,2025-08-03T12:50:05Z,https://github.com/nukeop/nuclear,True
phpstan_phpstan,phpstan,phpstan,PHP Static Analysis Tool - discover bugs in your code without running it!,13524,934,163,1353,26,380,PHP,2016-01-04T18:22:16Z,2025-08-02T21:23:08Z,https://github.com/phpstan/phpstan,True
pyodide_pyodide,pyodide,pyodide,Pyodide is a Python distribution for the browser and Node.js based on WebAssembly,13512,954,133,347,65,85,Python,2018-02-23T19:21:29Z,2025-08-03T08:01:17Z,https://github.com/pyodide/pyodide,True
formkit_auto-animate,auto-animate,formkit,"A zero-config, drop-in animation utility that adds smooth transitions to your web app. You can use it with React, Vue, or any other JavaScript application.",13493,241,28,50,15,7,TypeScript,2022-05-11T18:50:01Z,2025-08-03T10:47:17Z,https://github.com/formkit/auto-animate,True
fosrl_pangolin,pangolin,fosrl,Identity-Aware Tunneled Reverse Proxy Server with Dashboard UI,13477,357,42,81,19,33,TypeScript,2024-09-27T02:16:47Z,2025-08-03T14:54:54Z,https://github.com/fosrl/pangolin,True
pcsx2_pcsx2,pcsx2,PCSX2,PCSX2 - The Playstation 2 Emulator,13351,1732,358,595,34,1000,C++,2013-12-22T17:56:48Z,2025-08-03T12:53:08Z,https://github.com/PCSX2/pcsx2,True
fkhadra_react-toastify,react-toastify,fkhadra,React notification made easy 🚀 !,13276,725,46,68,21,114,TypeScript,2016-11-08T12:32:52Z,2025-08-03T13:04:15Z,https://github.com/fkhadra/react-toastify,True
cryptomator_cryptomator,cryptomator,cryptomator,"Cryptomator for Windows, macOS, and Linux: Secure client-side encryption for your cloud storage, ensuring privacy and control over your data.",13258,1124,167,258,10,193,Java,2014-02-02T00:43:47Z,2025-08-03T14:52:19Z,https://github.com/cryptomator/cryptomator,True
projectlombok_lombok,lombok,projectlombok,Very spicy additions to the Java programming language.,13226,2463,385,925,35,0,Java,2009-06-08T19:46:41Z,2025-08-02T09:59:54Z,https://github.com/projectlombok/lombok,True
maurosoria_dirsearch,dirsearch,maurosoria,Web path scanner,13186,2394,309,28,7,16,Python,2013-04-30T15:57:40Z,2025-08-03T08:36:21Z,https://github.com/maurosoria/dirsearch,True
safing_portmaster,portmaster,safing,🏔 Love Freedom - ❌ Block Mass Surveillance,10577,361,77,58,14,179,Go,2018-11-13T15:31:45Z,2025-08-03T14:45:43Z,https://github.com/safing/portmaster,True
appintro_appintro,AppIntro,AppIntro,Make a cool intro for your Android app.,10573,1769,245,29,10,17,Kotlin,2015-06-03T16:02:10Z,2025-07-30T09:13:04Z,https://github.com/AppIntro/AppIntro,True
qdm12_gluetun,gluetun,qdm12,"VPN client in a thin Docker container for multiple VPN providers, written in Go, and using OpenVPN or Wireguard, DNS over TLS, with a few proxy servers built-in.",10565,471,42,319,29,71,Go,2018-02-06T22:16:29Z,2025-08-03T14:33:28Z,https://github.com/qdm12/gluetun,True
logto-io_logto,logto,logto-io,"🧑‍🚀 Authentication and authorization infrastructure for SaaS and AI apps, built on OIDC and OAuth 2.1 with multi-tenancy, SSO, and RBAC.",10545,586,50,148,27,73,TypeScript,2021-06-19T03:01:50Z,2025-08-03T14:03:27Z,https://github.com/logto-io/logto,True
phw_peek,peek,phw,Simple animated GIF screen recorder with an easy to use interface,10508,329,73,734,5,26,Vala,2015-12-22T12:12:02Z,2025-08-02T18:10:38Z,https://github.com/phw/peek,True
nuxt_framework,framework,nuxt,"Old repo of Nuxt 3 framework, now on nuxt/nuxt",10538,1016,120,2,0,15,,2021-03-17T19:07:24Z,2025-08-03T07:50:39Z,https://github.com/nuxt/framework,True
django-cms_django-cms,django-cms,django-cms,The easy-to-use and developer-friendly enterprise CMS powered by Django ,10508,3169,392,33,8,30,Python,2009-03-05T10:14:18Z,2025-08-02T20:48:55Z,https://github.com/django-cms/django-cms,True
flow-launcher_flow.launcher,Flow.Launcher,Flow-Launcher,:mag: Quick file search & app launcher for Windows with community-made plugins,10500,392,45,213,24,54,C#,2020-04-21T08:12:15Z,2025-08-03T12:51:46Z,https://github.com/Flow-Launcher/Flow.Launcher,True
daybrush_moveable,moveable,daybrush,Moveable! Draggable! Resizable! Scalable! Rotatable! Warpable! Pinchable! Groupable! Snappable!,10463,649,76,447,3,142,TypeScript,2019-07-05T15:04:30Z,2025-08-02T06:57:42Z,https://github.com/daybrush/moveable,True
esimov_caire,caire,esimov,Content aware image resize library,10433,382,166,1,2,23,Go,2018-01-08T19:23:04Z,2025-08-03T11:24:11Z,https://github.com/esimov/caire,True
